part,step_id,variant,model,seed,cv,subset,target,train_mode,test_domain,n_added,n,n_total,n_groups,n_test,R2,RMSE,MAE
ofatseq,n=10,,Ridge,44,LOCO,OFAT,Thickness_mean,,all,,10,10,10,10,-0.2686344477306004,8.597451835059614,5.855193690543008
ofatseq,n=10,,Ridge,45,LOCO,OFAT,Thickness_mean,,all,,10,10,10,10,-0.2686344477306004,8.597451835059614,5.855193690543008
ofatseq,n=10,,Ridge,46,LOCO,OFAT,Thickness_mean,,all,,10,10,10,10,-0.2686344477306004,8.597451835059614,5.855193690543008
ofatseq,n=10,,Ridge,47,LOCO,OFAT,Thickness_mean,,all,,10,10,10,10,-0.2686344477306004,8.597451835059614,5.855193690543008
ofatseq,n=10,,Ridge,48,LOCO,OFAT,Thickness_mean,,all,,10,10,10,10,-0.2686344477306004,8.597451835059614,5.855193690543008
ofatseq,n=10,,Ridge,49,LOCO,OFAT,Thickness_mean,,all,,10,10,10,10,-0.2686344477306004,8.597451835059614,5.855193690543008
ofatseq,n=10,,Ridge,50,LOCO,OFAT,Thickness_mean,,all,,10,10,10,10,-0.2686344477306004,8.597451835059614,5.855193690543008
ofatseq,n=10,,Ridge,51,LOCO,OFAT,Thickness_mean,,all,,10,10,10,10,-0.2686344477306004,8.597451835059614,5.855193690543008
ofatseq,n=10,,Random Forest,42,LOCO,OFAT,Thickness_mean,,all,,10,10,10,10,-0.7015103169673482,9.956777333172369,6.5500099999999986
ofatseq,n=10,,Random Forest,43,LOCO,OFAT,Thickness_mean,,all,,10,10,10,10,-0.9274411053262097,10.597222671167792,6.970202500000001
ofatseq,n=10,,Random Forest,44,LOCO,OFAT,Thickness_mean,,all,,10,10,10,10,-0.8714308529990391,10.442113132192167,7.118294999999999
ofatseq,n=10,,Random Forest,45,LOCO,OFAT,Thickness_mean,,all,,10,10,10,10,-0.8794054147371733,10.46433750535002,7.0546250000000015
ofatseq,n=10,,Random Forest,46,LOCO,OFAT,Thickness_mean,,all,,10,10,10,10,-0.9484748292939447,10.654888308758808,7.161094999999998
ofatseq,n=10,,Random Forest,47,LOCO,OFAT,Thickness_mean,,all,,10,10,10,10,-0.8540605550782165,10.393539210535435,6.874297499999995
ofatseq,n=10,,Random Forest,48,LOCO,OFAT,Thickness_mean,,all,,10,10,10,10,-0.9143397928932773,10.561145237052893,7.050484999999997
ofatseq,n=10,,Random Forest,49,LOCO,OFAT,Thickness_mean,,all,,10,10,10,10,-0.8563085618752198,10.399838268219613,6.9865299999999975
ofatseq,n=10,,Random Forest,50,LOCO,OFAT,Thickness_mean,,all,,10,10,10,10,-0.8238408610553241,10.308488060659045,7.099144999999997
ofatseq,n=10,,Random Forest,51,LOCO,OFAT,Thickness_mean,,all,,10,10,10,10,-0.8253921124013324,10.312871024519557,6.996379999999998
ofatseq,n=10,,XGBoost,42,LOCO,OFAT,Thickness_mean,,all,,10,10,10,10,-1.4992173542559146,12.067116776615173,9.109580163955687
ofatseq,n=10,,XGBoost,43,LOCO,OFAT,Thickness_mean,,all,,10,10,10,10,-1.5732334898051827,12.244501226860697,8.938925218582153
ofatseq,n=10,,XGBoost,44,LOCO,OFAT,Thickness_mean,,all,,10,10,10,10,-1.7356306282623328,12.624966381340252,8.946991586685181
